SEQN,age,education,male,female
43420,46,4,0,1
43424,37,4,0,1
43425,32,4,0,1
43426,73,1,0,1
43429,59,2,0,1
43430,74,2,1,0
43432,64,4,1,0
43433,55,4,0,1
43435,34,4,0,1
43438,77,1,0,1
43440,42,3,1,0
43441,63,2,0,1
43444,54,5,0,1
43445,50,1,1,0
43447,76,5,0,1
43449,39,4,1,0
43451,36,5,1,0
43452,80,2,0,1
43453,40,2,1,0
43455,25,4,1,0
43456,43,3,1,0
43458,62,1,0,1
43459,28,4,0,1
43463,20,3,1,0
43464,76,4,1,0
43465,49,2,0,1
43466,47,5,0,1
43468,47,2,1,0
43469,78,3,1,0
43473,25,4,0,1
43474,69,4,0,1
43475,31,3,1,0
43476,50,3,1,0
43478,37,1,1,0
43479,63,3,1,0
43480,46,4,0,1
43481,44,1,1,0
43482,29,4,0,1
43484,61,2,0,1
43486,39,3,1,0
43488,29,3,0,1
43489,64,2,0,1
43492,51,4,0,1
43493,60,1,0,1
43496,43,3,1,0
43498,78,1,1,0
43499,26,4,1,0
43500,63,4,1,0
43503,58,4,0,1
43505,47,5,0,1
43508,40,2,1,0
43514,80,1,1,0
43517,33,5,0,1
43520,56,3,0,1
43521,45,1,0,1
43523,68,4,0,1
43524,74,1,0,1
43526,72,2,1,0
43527,67,5,1,0
43528,52,2,1,0
43529,38,4,0,1
43531,80,1,1,0
43532,56,1,0,1
43533,69,2,1,0
43534,45,3,0,1
43535,71,5,1,0
43537,23,5,1,0
43540,65,2,0,1
43541,74,5,1,0
43542,60,5,0,1
43543,67,3,1,0
43545,27,2,1,0
43546,72,4,0,1
43548,26,4,0,1
43549,55,4,0,1
43550,74,4,1,0
43552,45,4,0,1
43553,24,5,0,1
43555,31,2,1,0
43556,63,3,1,0
43557,26,4,0,1
43558,69,5,1,0
43559,21,4,0,1
43560,47,4,0,1
43561,21,4,0,1
43562,45,4,1,0
43564,29,3,0,1
43565,20,2,0,1
43567,79,3,0,1
43568,49,2,1,0
43570,70,3,0,1
43571,24,5,1,0
43572,45,1,0,1
43573,77,3,1,0
43574,50,3,1,0
43575,47,3,0,1
43579,28,4,1,0
43581,40,2,1,0
43582,46,4,1,0
43583,24,4,0,1
43585,45,3,0,1
43586,42,4,0,1
43587,51,4,1,0
43588,44,3,0,1
43589,78,1,1,0
43590,80,3,1,0
43591,75,1,1,0
43592,69,3,0,1
43593,58,3,1,0
43594,55,3,1,0
43595,49,5,1,0
43596,80,5,1,0
43597,65,1,1,0
43599,77,3,0,1
43600,48,3,1,0
43602,54,4,0,1
43603,55,4,0,1
43606,80,3,0,1
43607,54,4,0,1
43610,51,4,1,0
43612,56,2,0,1
43613,28,2,1,0
43614,64,3,1,0
43615,80,5,1,0
43617,47,4,0,1
43618,58,1,0,1
43620,56,2,1,0
43621,61,3,1,0
43622,30,5,0,1
43624,53,2,1,0
43627,36,2,1,0
43629,26,2,0,1
43632,65,3,0,1
43633,41,3,1,0
43634,25,5,0,1
43635,64,1,0,1
43636,38,5,1,0
43638,33,5,1,0
43639,77,4,1,0
43640,26,4,0,1
43641,20,3,0,1
43644,50,1,1,0
43645,23,3,1,0
43647,31,4,0,1
43653,39,5,1,0
43654,36,3,1,0
43656,80,2,1,0
43662,38,4,0,1
43666,30,4,0,1
43670,44,1,1,0
43671,75,2,1,0
43672,63,5,0,1
43674,57,2,0,1
43678,43,4,1,0
43679,56,5,1,0
43680,57,5,0,1
43682,80,3,0,1
43683,54,4,1,0
43684,67,1,1,0
43688,47,5,0,1
43689,37,5,1,0
43690,77,1,1,0
43691,44,2,0,1
43692,47,2,0,1
43695,33,5,0,1
43696,28,2,1,0
43697,79,5,1,0
43699,61,3,1,0
43700,36,4,1,0
43702,80,1,0,1
43705,80,2,1,0
43708,51,4,1,0
43709,51,2,1,0
43710,50,5,1,0
43716,31,4,1,0
43717,34,4,1,0
43718,61,2,1,0
43720,64,4,1,0
43722,74,3,0,1
43723,51,2,0,1
43726,76,4,0,1
43727,46,1,0,1
43731,21,2,0,1
43732,33,3,1,0
43733,63,3,0,1
43736,49,4,0,1
43738,80,1,1,0
43740,34,5,0,1
43742,36,2,0,1
43743,80,5,1,0
43746,67,1,0,1
43747,29,2,1,0
43748,80,2,0,1
43749,63,3,1,0
43756,64,1,1,0
43757,62,1,0,1
43758,54,5,1,0
43759,42,4,1,0
43761,60,2,1,0
43763,33,3,1,0
43764,36,3,0,1
43766,73,4,0,1
43767,67,4,0,1
43768,58,3,0,1
43769,80,1,0,1
43770,43,5,0,1
43771,68,3,0,1
43772,58,3,0,1
43773,80,5,1,0
43774,25,2,0,1
43775,50,4,0,1
43776,48,4,1,0
43777,26,3,1,0
43778,53,4,1,0
43779,35,5,0,1
43784,32,3,1,0
43785,48,5,1,0
43786,71,5,1,0
43787,54,2,1,0
43790,36,3,0,1
43792,75,5,1,0
43793,39,1,0,1
43794,70,5,0,1
43795,67,1,0,1
43798,56,2,1,0
43799,27,3,0,1
43801,72,4,1,0
43802,64,3,1,0
43806,80,1,1,0
43807,22,5,1,0
43810,21,3,1,0
43813,73,5,1,0
43816,77,4,0,1
43822,49,5,0,1
43823,31,2,1,0
43824,79,3,0,1
43825,49,2,1,0
43826,60,4,1,0
43827,60,4,1,0
43829,73,2,0,1
43830,44,4,0,1
43833,77,5,1,0
43834,31,4,1,0
43836,52,5,1,0
43838,32,4,0,1
43839,67,4,0,1
43840,80,1,0,1
43841,74,5,0,1
43842,62,5,1,0
43843,61,4,0,1
43844,36,5,0,1
43847,65,2,0,1
43848,44,3,1,0
43850,25,2,1,0
43852,52,2,0,1
43853,77,1,1,0
43856,39,5,0,1
43857,48,1,0,1
43859,79,2,1,0
43861,80,4,0,1
43862,53,3,1,0
43864,65,3,0,1
43865,52,4,0,1
43867,63,3,1,0
43868,26,2,0,1
43871,58,5,0,1
43874,26,3,1,0
43877,80,4,1,0
43881,64,5,1,0
43882,50,3,0,1
43885,22,3,1,0
43886,22,2,0,1
43887,80,1,0,1
43888,43,1,0,1
43889,27,3,1,0
43890,80,5,1,0
43891,66,3,1,0
43892,35,1,1,0
43893,45,4,0,1
43895,50,4,0,1
43896,48,4,0,1
43899,35,3,1,0
43902,41,5,0,1
43903,80,5,1,0
43904,70,2,1,0
43905,73,5,0,1
43906,68,2,1,0
43908,55,4,0,1
43909,36,5,1,0
43910,53,1,1,0
43911,60,4,1,0
43912,21,2,0,1
43914,54,4,0,1
43916,55,2,0,1
43920,43,5,0,1
43923,67,1,1,0
43924,45,4,0,1
43926,71,4,1,0
43928,21,2,1,0
43929,80,2,0,1
43932,27,3,1,0
43934,80,3,1,0
43935,29,4,0,1
43937,47,1,0,1
43939,35,2,1,0
43940,80,1,0,1
43942,62,4,1,0
43944,34,1,0,1
43945,70,3,1,0
43949,41,3,1,0
43954,21,2,1,0
43955,27,2,0,1
43956,80,1,0,1
43957,44,5,1,0
43959,57,3,0,1
43960,43,3,1,0
43962,74,3,1,0
43963,31,5,1,0
43964,78,1,1,0
43966,71,3,0,1
43968,52,4,1,0
43969,45,4,0,1
43971,52,4,0,1
43973,44,2,1,0
43976,60,2,0,1
43977,62,2,0,1
43980,53,2,1,0
43981,45,2,0,1
43982,80,1,1,0
43986,23,4,0,1
43988,27,3,1,0
43989,54,3,0,1
43991,61,1,0,1
43992,21,4,0,1
43993,80,3,0,1
43994,46,3,1,0
43995,80,2,0,1
43997,60,5,1,0
43999,51,2,0,1
44001,49,5,0,1
44004,51,5,1,0
44005,22,1,0,1
44008,39,4,1,0
44010,72,1,0,1
44011,36,4,0,1
44012,48,3,0,1
44013,51,3,0,1
44015,25,5,0,1
44016,44,3,1,0
44017,42,3,1,0
44019,36,2,0,1
44021,71,3,0,1
44022,44,5,0,1
44024,23,3,1,0
44027,76,1,1,0
44029,70,5,0,1
44032,47,4,0,1
44033,47,5,0,1
44034,49,5,0,1
44035,28,4,1,0
44039,57,1,0,1
44040,42,3,1,0
44041,60,5,1,0
44042,52,1,1,0
44044,80,2,0,1
44045,65,2,1,0
44047,22,5,1,0
44048,61,2,0,1
44049,30,3,1,0
44050,20,2,0,1
44051,32,2,1,0
44052,41,4,0,1
44053,80,3,0,1
44055,80,1,0,1
44057,22,4,0,1
44058,38,4,0,1
44059,52,4,0,1
44060,69,5,0,1
44061,80,5,0,1
44062,77,1,1,0
44063,40,3,0,1
44064,27,3,0,1
44066,55,1,0,1
44067,20,3,0,1
44068,60,3,0,1
44069,76,3,0,1
44071,43,5,0,1
44072,54,5,0,1
44073,34,3,1,0
44074,22,2,1,0
44081,25,3,0,1
44082,80,5,1,0
44084,22,3,1,0
44085,79,3,1,0
44086,50,3,1,0
44088,68,2,0,1
44089,44,1,0,1
44090,66,1,0,1
44091,49,1,0,1
44092,47,2,1,0
44093,36,4,0,1
44095,24,3,0,1
44096,64,1,1,0
44097,70,5,1,0
44098,34,3,1,0
44100,27,4,0,1
44104,80,4,0,1
44106,78,3,0,1
44108,80,1,0,1
44109,42,2,1,0
44110,33,4,0,1
44111,29,4,1,0
44112,32,4,0,1
44113,45,5,1,0
44115,76,5,1,0
44116,80,1,0,1
44117,67,2,0,1
44120,71,5,0,1
44121,33,3,1,0
44123,54,3,1,0
44124,37,5,0,1
44126,60,5,1,0
44128,29,2,0,1
44129,51,4,0,1
44130,53,5,1,0
44131,26,3,0,1
44132,57,2,0,1
44133,47,4,0,1
44141,77,1,0,1
44142,28,4,1,0
44144,32,5,0,1
44147,44,2,0,1
44148,32,3,0,1
44149,80,3,0,1
44150,48,2,1,0
44154,35,4,1,0
44155,71,3,0,1
44156,49,1,1,0
44157,25,5,1,0
44158,76,4,0,1
44160,33,2,0,1
44162,72,4,0,1
44163,45,1,0,1
44164,80,1,0,1
44165,49,5,0,1
44169,32,3,1,0
44171,27,4,0,1
44173,33,5,1,0
44175,32,2,1,0
44176,73,1,1,0
44177,26,4,0,1
44178,40,1,0,1
44180,45,4,1,0
44181,34,2,1,0
44182,59,2,1,0
44183,23,2,1,0
44184,49,2,1,0
44186,58,4,1,0
44187,46,2,1,0
44189,55,3,0,1
44190,71,2,0,1
44191,80,4,1,0
44193,29,4,0,1
44194,36,2,1,0
44195,69,1,1,0
44196,40,1,1,0
44197,23,3,0,1
44200,80,5,1,0
44201,76,4,1,0
44203,35,2,0,1
44205,32,5,0,1
44206,45,1,1,0
44208,67,4,1,0
44209,59,4,1,0
44210,71,5,1,0
44211,25,3,1,0
44213,50,5,0,1
44215,73,4,1,0
44217,53,4,0,1
44218,64,3,1,0
44220,39,5,1,0
44221,27,2,1,0
44223,57,1,1,0
44228,54,3,1,0
44229,72,3,0,1
44231,31,3,1,0
44232,38,4,1,0
44233,65,2,1,0
44237,29,3,0,1
44238,61,5,1,0
44240,72,4,1,0
44241,46,4,1,0
44243,60,5,1,0
44245,40,4,0,1
44247,37,5,0,1
44248,40,3,0,1
44249,57,1,1,0
44250,33,4,0,1
44252,58,1,0,1
44253,33,2,1,0
44254,23,4,1,0
44255,60,5,0,1
44257,50,5,1,0
44259,62,3,1,0
44260,77,4,0,1
44261,45,3,1,0
44262,35,3,0,1
44264,38,4,1,0
44265,40,3,1,0
44266,39,1,0,1
44267,37,1,1,0
44268,79,1,1,0
44269,40,2,0,1
44271,47,1,1,0
44274,38,3,1,0
44275,62,4,1,0
44276,76,2,1,0
44279,80,4,0,1
44281,74,1,0,1
44284,23,3,1,0
44285,55,3,1,0
44286,46,1,1,0
44287,51,4,0,1
44288,51,2,1,0
44289,41,2,0,1
44290,71,1,1,0
44291,39,4,0,1
44295,65,1,0,1
44296,73,3,0,1
44298,61,2,1,0
44299,67,3,1,0
44302,72,1,0,1
44303,32,1,1,0
44304,37,5,0,1
44305,53,4,1,0
44307,57,3,0,1
44310,20,4,1,0
44312,36,1,0,1
44313,62,3,1,0
44316,66,3,1,0
44317,45,4,1,0
44318,31,1,0,1
44320,48,4,1,0
44324,80,3,0,1
44326,40,2,0,1
44327,54,1,0,1
44328,23,2,0,1
44329,66,5,1,0
44331,41,4,1,0
44332,78,5,0,1
44333,78,5,0,1
44336,44,1,0,1
44338,32,4,0,1
44339,31,1,0,1
44343,68,3,1,0
44344,68,5,1,0
44345,74,3,0,1
44346,46,3,0,1
44349,21,3,1,0
44351,57,5,1,0
44352,80,3,0,1
44353,80,3,0,1
44354,46,4,0,1
44356,60,1,0,1
44357,56,1,1,0
44358,25,5,0,1
44360,46,2,1,0
44361,75,5,0,1
44363,36,2,1,0
44364,80,3,1,0
44365,60,5,1,0
44366,67,4,1,0
44369,56,4,0,1
44372,44,4,1,0
44375,30,1,1,0
44377,29,3,1,0
44379,53,4,1,0
44380,54,1,1,0
44381,75,3,1,0
44382,39,4,0,1
44384,32,3,1,0
44385,78,1,1,0
44386,51,3,0,1
44387,43,5,0,1
44390,21,1,0,1
44391,60,3,0,1
44392,55,4,0,1
44393,24,5,1,0
44398,39,5,1,0
44400,60,5,1,0
44401,52,3,0,1
44404,50,4,1,0
44405,64,1,0,1
44406,24,1,0,1
44407,41,5,0,1
44408,27,3,1,0
44409,24,3,0,1
44410,65,2,0,1
44411,50,2,1,0
44412,34,3,0,1
44413,53,1,1,0
44414,33,5,1,0
44415,48,5,0,1
44417,21,3,1,0
44418,43,5,1,0
44420,80,1,1,0
44423,30,5,1,0
44424,62,3,0,1
44425,25,4,0,1
44426,78,2,0,1
44427,24,5,1,0
44429,21,3,1,0
44430,45,3,1,0
44431,47,1,0,1
44433,66,3,1,0
44434,47,3,0,1
44435,65,4,1,0
44437,80,4,0,1
44440,40,3,0,1
44442,45,3,0,1
44443,35,1,1,0
44444,58,4,1,0
44445,30,3,0,1
44446,48,4,1,0
44449,80,3,0,1
44450,62,1,0,1
44451,38,5,0,1
44452,27,3,1,0
44453,42,2,0,1
44454,29,5,1,0
44455,64,3,0,1
44456,43,5,1,0
44457,61,5,1,0
44458,33,4,0,1
44460,75,4,0,1
44461,22,4,0,1
44462,75,5,1,0
44465,63,5,0,1
44466,80,3,0,1
44469,34,4,0,1
44473,29,4,0,1
44474,73,4,0,1
44475,44,1,1,0
44476,80,1,1,0
44478,36,1,0,1
44479,65,2,0,1
44480,50,4,1,0
44481,51,1,0,1
44486,29,3,0,1
44487,62,5,1,0
44488,27,5,0,1
44492,68,2,0,1
44495,36,4,1,0
44498,69,3,0,1
44499,29,4,0,1
44501,27,2,1,0
44503,80,5,1,0
44508,80,1,0,1
44509,32,3,1,0
44511,80,3,0,1
44513,33,5,1,0
44514,58,5,0,1
44515,80,3,0,1
44517,61,5,1,0
44518,80,3,0,1
44521,80,2,0,1
44522,72,3,0,1
44524,33,4,0,1
44527,41,2,0,1
44528,61,1,1,0
44530,43,5,1,0
44531,79,1,1,0
44532,63,5,1,0
44533,41,4,0,1
44534,36,5,0,1
44535,32,2,0,1
44536,37,2,0,1
44540,36,4,1,0
44545,54,5,0,1
44546,63,3,0,1
44549,33,1,0,1
44550,66,4,0,1
44551,24,4,1,0
44554,26,5,1,0
44556,64,1,1,0
44558,21,4,1,0
44559,45,2,0,1
44564,40,4,0,1
44565,23,4,0,1
44567,31,2,0,1
44568,35,4,0,1
44569,66,3,1,0
44570,38,5,0,1
44572,60,2,0,1
44573,30,1,1,0
44574,80,3,1,0
44575,40,3,0,1
44576,45,2,0,1
44578,53,3,1,0
44579,59,3,1,0
44580,32,3,0,1
44581,80,2,0,1
44582,80,3,0,1
44584,58,4,0,1
44586,30,2,0,1
44587,75,1,0,1
44588,53,4,1,0
44589,37,3,0,1
44592,24,3,0,1
44594,80,3,0,1
44595,40,5,0,1
44597,73,3,0,1
44599,80,4,0,1
44600,62,5,1,0
44601,60,2,0,1
44602,25,3,1,0
44603,52,2,0,1
44604,41,5,0,1
44605,30,5,1,0
44608,20,3,0,1
44609,34,4,0,1
44614,62,2,0,1
44617,53,5,0,1
44618,38,2,0,1
44620,31,5,0,1
44621,55,5,0,1
44622,80,4,0,1
44623,25,5,0,1
44624,52,2,1,0
44627,60,5,1,0
44628,80,4,0,1
44629,57,1,1,0
44631,28,1,1,0
44633,60,5,1,0
44634,74,1,1,0
44636,48,5,1,0
44637,63,2,1,0
44638,27,1,1,0
44639,80,2,1,0
44642,21,3,0,1
44643,56,5,0,1
44644,42,3,0,1
44647,42,3,1,0
44648,80,2,1,0
44655,72,3,0,1
44656,66,4,1,0
44659,48,4,1,0
44661,60,4,0,1
44663,41,5,0,1
44664,23,3,1,0
44667,34,3,1,0
44668,46,5,1,0
44669,76,4,0,1
44671,48,5,1,0
44672,59,3,0,1
44673,64,3,0,1
44674,45,5,1,0
44676,59,3,0,1
44677,24,5,1,0
44679,80,3,0,1
44680,65,1,0,1
44681,53,5,0,1
44683,50,3,0,1
44684,61,1,1,0
44685,57,4,1,0
44688,80,3,1,0
44691,60,3,1,0
44692,49,3,0,1
44693,31,3,1,0
44694,37,2,1,0
44695,41,5,0,1
44696,56,5,0,1
44698,74,2,1,0
44701,44,3,1,0
44703,80,4,1,0
44706,50,3,1,0
44710,29,2,1,0
44711,44,1,0,1
44712,48,2,0,1
44719,76,2,0,1
44720,58,4,1,0
44723,34,2,0,1
44724,51,4,0,1
44725,80,4,1,0
44726,34,3,1,0
44727,37,4,0,1
44731,60,4,0,1
44732,53,5,0,1
44733,44,3,0,1
44734,29,1,1,0
44735,33,3,1,0
44736,48,3,1,0
44738,52,3,1,0
44742,26,5,0,1
44744,73,3,0,1
44746,53,3,0,1
44749,59,3,0,1
44750,49,3,0,1
44753,63,4,0,1
44758,59,2,0,1
44760,46,3,1,0
44763,68,5,0,1
44765,39,3,0,1
44767,38,4,1,0
44768,34,3,1,0
44769,27,2,1,0
44770,67,5,0,1
44771,78,3,0,1
44774,68,3,0,1
44775,35,2,0,1
44778,53,3,0,1
44780,49,3,0,1
44781,58,3,0,1
44782,53,5,1,0
44783,34,5,1,0
44784,52,2,0,1
44785,46,5,1,0
44786,28,4,1,0
44788,80,3,1,0
44789,36,5,0,1
44790,50,4,0,1
44791,64,4,1,0
44792,53,3,0,1
44793,51,3,0,1
44795,61,5,1,0
44796,22,3,0,1
44797,80,3,1,0
44799,49,5,0,1
44802,31,5,0,1
44803,79,2,1,0
44804,80,3,0,1
44807,56,3,0,1
44810,26,2,0,1
44811,67,2,0,1
44813,46,2,1,0
44815,21,3,0,1
44817,70,5,0,1
44818,41,2,0,1
44820,39,1,0,1
44821,67,3,1,0
44822,64,2,1,0
44823,79,3,1,0
44824,26,2,0,1
44825,50,3,0,1
44826,66,2,1,0
44827,32,4,1,0
44830,30,4,1,0
44831,48,5,1,0
44836,20,2,1,0
44838,71,3,0,1
44839,75,1,0,1
44842,73,2,0,1
44843,24,5,0,1
44844,70,3,1,0
44845,30,5,0,1
44847,80,1,0,1
44848,40,2,1,0
44849,34,5,0,1
44850,72,2,1,0
44852,42,4,0,1
44853,52,2,1,0
44854,80,1,0,1
44855,64,4,0,1
44856,41,3,1,0
44862,70,4,1,0
44863,32,2,0,1
44864,35,5,1,0
44865,49,2,0,1
44866,59,3,1,0
44867,29,4,0,1
44868,35,4,1,0
44869,45,3,0,1
44870,62,3,0,1
44871,52,4,0,1
44873,80,4,1,0
44874,80,3,1,0
44875,31,4,0,1
44876,55,2,0,1
44877,57,5,0,1
44878,71,5,1,0
44882,47,1,1,0
44883,50,2,1,0
44885,65,3,0,1
44886,51,3,1,0
44887,35,5,1,0
44888,22,3,1,0
44889,23,5,1,0
44891,50,5,0,1
44892,45,3,1,0
44893,44,4,0,1
44896,26,5,0,1
44898,53,2,0,1
44899,76,3,0,1
44901,22,3,0,1
44903,28,5,0,1
44904,57,4,1,0
44905,74,4,0,1
44906,70,3,1,0
44909,22,3,0,1
44910,62,1,1,0
44914,59,5,0,1
44915,69,4,1,0
44916,71,2,0,1
44920,80,3,0,1
44927,41,1,0,1
44928,77,3,1,0
44930,36,4,1,0
44931,28,3,1,0
44933,48,4,0,1
44934,50,4,0,1
44937,49,3,0,1
44938,56,3,0,1
44939,56,4,1,0
44940,40,4,1,0
44941,64,5,0,1
44943,20,4,1,0
44946,20,2,1,0
44950,80,1,1,0
44951,60,4,1,0
44953,27,4,0,1
44954,38,5,0,1
44958,43,5,1,0
44959,62,1,1,0
44960,26,4,0,1
44965,22,4,0,1
44967,43,3,0,1
44969,30,3,0,1
44970,56,5,0,1
44971,74,1,0,1
44972,44,4,1,0
44973,47,2,0,1
44976,23,5,1,0
44978,35,4,1,0
44980,76,4,1,0
44982,42,5,0,1
44984,80,3,0,1
44986,71,5,1,0
44987,76,4,0,1
44988,79,4,1,0
44989,27,1,0,1
44990,27,4,1,0
44991,30,3,1,0
44993,39,3,0,1
44995,34,3,1,0
44996,41,3,0,1
44998,46,4,0,1
45002,37,2,1,0
45003,80,3,1,0
45005,39,5,0,1
45006,49,4,1,0
45009,60,2,0,1
45010,31,5,1,0
45012,44,5,0,1
45013,67,3,0,1
45014,35,4,0,1
45018,71,2,1,0
45019,40,2,0,1
45020,59,5,0,1
45022,36,4,1,0
45023,52,3,0,1
45025,67,2,1,0
45028,61,5,1,0
45029,68,1,0,1
45031,50,4,0,1
45033,36,4,1,0
45034,47,2,0,1
45035,45,4,0,1
45036,42,5,0,1
45037,34,2,0,1
45044,42,1,0,1
45045,45,3,0,1
45049,76,4,1,0
45050,28,3,1,0
45051,57,4,1,0
45052,40,4,0,1
45053,25,3,1,0
45054,24,4,1,0
45056,60,2,0,1
45057,79,5,1,0
45058,38,4,1,0
45059,77,2,1,0
45060,66,3,1,0
45061,43,3,1,0
45062,80,4,1,0
45063,29,4,1,0
45064,44,5,1,0
45065,75,2,1,0
45067,34,5,1,0
45070,23,2,1,0
45072,56,5,0,1
45073,32,3,0,1
45074,23,4,0,1
45078,78,4,1,0
45081,35,4,0,1
45083,68,4,1,0
45084,43,4,1,0
45085,38,2,1,0
45087,63,5,0,1
45088,73,4,0,1
45089,79,1,1,0
45092,27,2,1,0
45096,58,4,0,1
45097,22,3,1,0
45099,70,3,0,1
45100,31,3,0,1
45101,26,1,1,0
45103,40,3,1,0
45104,35,5,1,0
45107,40,4,1,0
45109,63,4,1,0
45110,52,4,1,0
45113,78,4,0,1
45114,80,5,1,0
45116,43,5,0,1
45118,77,3,0,1
45119,72,4,0,1
45123,80,5,1,0
45124,66,3,1,0
45125,26,4,0,1
45129,21,4,1,0
45131,41,3,1,0
45132,44,2,0,1
45135,28,3,0,1
45137,51,2,0,1
45138,32,4,0,1
45139,31,3,0,1
45141,31,4,0,1
45142,61,2,0,1
45144,46,4,0,1
45145,53,3,1,0
45146,80,1,1,0
45147,72,3,1,0
45150,60,3,0,1
45151,56,1,0,1
45152,64,1,0,1
45153,63,4,0,1
45155,61,2,1,0
45156,21,3,1,0
45157,49,1,0,1
45158,38,4,1,0
45159,21,4,0,1
45160,31,4,1,0
45162,26,4,1,0
45163,25,2,0,1
45165,59,2,1,0
45166,80,4,0,1
45169,60,4,1,0
45171,61,4,1,0
45172,73,3,1,0
45174,74,3,0,1
45175,20,2,1,0
45176,65,2,1,0
45179,63,4,0,1
45180,30,2,0,1
45181,80,5,1,0
45185,69,4,1,0
45186,63,4,0,1
45187,53,2,1,0
45188,38,4,0,1
45190,60,4,0,1
45194,40,3,1,0
45196,27,1,1,0
45197,46,4,1,0
45200,43,4,0,1
45201,24,4,0,1
45202,80,5,1,0
45204,72,5,1,0
45207,43,2,1,0
45208,80,3,0,1
45209,62,1,1,0
45211,80,3,1,0
45212,41,5,0,1
45215,71,4,1,0
45216,41,2,1,0
45217,34,5,0,1
45219,57,4,1,0
45222,39,3,1,0
45223,61,2,0,1
45225,59,3,1,0
45226,34,2,0,1
45229,68,2,1,0
45231,32,3,0,1
45233,51,3,0,1
45234,51,4,0,1
45235,32,3,1,0
45236,33,5,1,0
45237,44,1,1,0
45239,29,5,1,0
45243,76,2,0,1
45245,78,2,0,1
45247,62,5,1,0
45248,21,2,1,0
45249,29,2,1,0
45252,80,2,0,1
45253,26,2,1,0
45255,67,2,1,0
45256,26,5,0,1
45257,78,5,0,1
45258,80,4,0,1
45261,42,2,1,0
45262,61,4,1,0
45264,50,1,1,0
45267,69,5,1,0
45268,42,2,0,1
45270,61,5,1,0
45271,47,4,0,1
45273,50,5,1,0
45276,40,4,0,1
45277,70,4,1,0
45278,69,4,1,0
45280,38,2,1,0
45281,64,1,1,0
45282,74,3,1,0
45283,22,3,0,1
45284,53,4,0,1
45285,66,2,1,0
45286,58,5,0,1
45287,38,4,0,1
45291,22,2,1,0
45293,76,3,0,1
45295,74,5,1,0
45296,43,4,1,0
45298,67,2,0,1
45299,60,4,1,0
45300,24,5,1,0
45302,67,4,1,0
45303,45,3,0,1
45306,34,5,0,1
45308,61,1,1,0
45309,62,2,0,1
45310,47,3,0,1
45311,68,2,1,0
45312,32,1,1,0
45313,51,2,0,1
45314,80,4,0,1
45315,20,4,1,0
45316,38,5,0,1
45317,43,3,0,1
45318,47,4,0,1
45319,60,5,1,0
45320,46,4,0,1
45321,27,4,1,0
45324,27,4,1,0
45326,78,3,0,1
45328,23,5,0,1
45330,31,3,0,1
45332,31,5,1,0
45333,57,3,1,0
45334,71,1,1,0
45335,22,4,0,1
45337,34,2,1,0
45338,43,2,0,1
45340,78,2,1,0
45343,78,5,1,0
45344,34,4,0,1
45347,72,2,0,1
45348,67,5,0,1
45349,32,2,0,1
45350,33,5,1,0
45351,76,5,0,1
45355,36,5,1,0
45356,73,1,0,1
45357,22,3,0,1
45358,26,3,0,1
45360,63,3,1,0
45363,56,5,0,1
45365,52,4,0,1
45366,75,2,0,1
45367,61,1,0,1
45368,50,2,1,0
45369,80,4,1,0
45370,51,1,1,0
45371,52,2,1,0
45372,33,3,0,1
45374,21,2,0,1
45375,51,4,0,1
45380,45,3,1,0
45383,27,1,1,0
45387,80,5,0,1
45390,21,4,0,1
45391,78,3,0,1
45392,56,3,1,0
45393,59,3,0,1
45400,26,2,1,0
45401,56,3,0,1
45402,23,1,0,1
45403,29,4,0,1
45404,80,2,1,0
45405,24,5,0,1
45406,80,1,0,1
45407,80,2,0,1
45409,71,4,0,1
45410,50,4,0,1
45411,32,2,0,1
45412,24,5,1,0
45416,39,3,0,1
45417,80,2,0,1
45418,37,3,1,0
45420,76,4,0,1
45421,69,3,0,1
45422,75,3,1,0
45425,77,3,0,1
45426,27,3,0,1
45429,39,4,1,0
45430,37,2,1,0
45431,65,5,0,1
45433,49,4,0,1
45434,22,3,1,0
45435,67,5,1,0
45437,61,1,0,1
45439,43,4,1,0
45441,22,4,0,1
45443,43,4,0,1
45444,73,3,1,0
45445,78,1,1,0
45446,22,3,1,0
45447,75,1,0,1
45450,47,5,1,0
45451,75,3,0,1
45452,36,3,0,1
45457,78,3,0,1
45458,51,4,1,0
45461,22,3,0,1
45462,69,3,1,0
45463,61,1,1,0
45465,62,2,0,1
45467,28,2,1,0
45468,80,3,1,0
45470,56,4,0,1
45471,54,4,0,1
45472,77,1,0,1
45473,38,1,0,1
45475,36,2,1,0
45476,65,3,1,0
45477,56,2,1,0
45482,74,1,1,0
45483,41,4,1,0
45484,35,2,0,1
45485,52,3,1,0
45486,68,1,0,1
45487,35,3,0,1
45488,80,1,0,1
45491,78,1,1,0
45492,78,1,1,0
45496,67,4,0,1
45497,54,1,0,1
45499,73,4,1,0
45500,80,3,1,0
45501,47,4,0,1
45505,51,5,0,1
45507,70,1,1,0
45510,30,3,1,0
45518,36,4,0,1
45519,54,5,0,1
45520,78,2,0,1
45521,40,2,1,0
45522,29,4,0,1
45523,71,5,0,1
45526,33,2,1,0
45529,49,3,1,0
45530,50,5,0,1
45531,24,3,0,1
45534,55,4,0,1
45535,76,1,0,1
45536,76,2,0,1
45539,74,4,0,1
45542,38,3,0,1
45544,41,2,0,1
45547,80,1,1,0
45548,33,4,1,0
45549,50,3,0,1
