SEQN,age,education,male,female
84645,68,5,1,0
84646,50,5,0,1
84649,80,5,1,0
84650,30,5,0,1
84652,59,5,1,0
84657,35,4,1,0
84658,22,4,0,1
84659,47,5,0,1
84660,40,5,1,0
84661,41,3,1,0
84662,63,4,0,1
84665,73,4,0,1
84668,56,2,0,1
84671,25,5,0,1
84672,39,3,0,1
84673,29,4,1,0
84675,33,5,1,0
84676,70,2,1,0
84677,43,5,0,1
84679,68,2,0,1
84680,60,4,1,0
84683,73,2,0,1
84685,27,3,0,1
84686,23,3,1,0
84689,47,5,0,1
84691,80,1,0,1
84694,58,5,1,0
84695,80,1,1,0
84696,61,3,1,0
84698,22,2,0,1
84700,48,3,0,1
84702,47,4,1,0
84703,75,3,1,0
84704,55,4,0,1
84705,75,2,1,0
84706,51,4,0,1
84707,22,5,0,1
84710,71,3,0,1
84711,41,5,1,0
84712,34,2,1,0
84715,60,3,1,0
84716,44,2,0,1
84717,50,2,1,0
84720,57,2,0,1
84723,47,5,1,0
84726,33,5,1,0
84727,80,2,1,0
84732,80,2,1,0
84734,36,3,0,1
84735,59,4,1,0
84736,54,4,0,1
84738,45,3,1,0
84741,63,4,0,1
84742,80,5,0,1
84745,42,1,0,1
84747,66,4,0,1
84748,22,4,1,0
84751,54,4,1,0
84752,62,3,1,0
84753,33,1,1,0
84754,70,2,1,0
84755,65,5,0,1
84756,36,5,1,0
84757,56,4,1,0
84759,34,4,0,1
84760,23,3,0,1
84763,56,1,0,1
84764,41,5,1,0
84765,44,2,0,1
84766,40,4,0,1
84767,20,4,1,0
84768,33,3,0,1
84770,52,4,1,0
84771,31,5,1,0
84774,48,3,0,1
84775,28,4,1,0
84776,47,4,1,0
84777,43,2,1,0
84778,20,4,0,1
84780,29,4,0,1
84783,47,1,0,1
84784,42,3,1,0
84785,66,4,1,0
84786,50,4,0,1
84787,78,3,0,1
84788,71,2,1,0
84790,41,1,1,0
84791,20,4,1,0
84793,28,4,1,0
84795,38,5,0,1
84796,51,5,0,1
84797,25,4,0,1
84802,76,4,0,1
84803,44,4,1,0
84804,71,3,1,0
84805,53,2,0,1
84808,45,5,1,0
84813,31,3,1,0
84816,28,4,0,1
84817,75,5,1,0
84818,33,4,0,1
84820,44,4,1,0
84825,41,4,0,1
84826,45,3,0,1
84828,61,5,0,1
84829,24,4,1,0
84830,25,5,1,0
84831,54,1,1,0
84832,58,5,1,0
84833,32,4,0,1
84835,39,2,1,0
84837,45,2,0,1
84838,23,5,1,0
84841,27,3,0,1
84842,50,3,1,0
84843,24,5,1,0
84846,24,5,1,0
84847,28,3,0,1
84849,36,4,1,0
84850,53,1,0,1
84852,28,4,0,1
84854,51,3,0,1
84859,42,5,0,1
84862,56,4,0,1
84865,26,4,1,0
84866,33,2,1,0
84867,62,3,0,1
84868,40,3,1,0
84869,54,5,0,1
84870,33,5,1,0
84872,32,2,1,0
84874,22,4,1,0
84878,46,1,1,0
84879,35,2,0,1
84880,44,5,0,1
84885,61,4,0,1
84887,42,1,0,1
84891,52,2,0,1
84893,46,4,0,1
84894,73,5,0,1
84895,80,3,0,1
84896,22,3,1,0
84899,32,4,0,1
84900,45,5,1,0
84901,61,3,0,1
84902,67,3,0,1
84904,48,5,0,1
84906,53,4,1,0
84910,51,4,0,1
84912,57,5,1,0
84913,47,2,0,1
84914,52,2,0,1
84915,45,4,0,1
84916,38,2,1,0
84917,32,2,1,0
84919,61,1,1,0
84920,35,2,1,0
84921,54,1,1,0
84923,66,4,0,1
84924,28,5,0,1
84926,40,3,1,0
84927,43,5,0,1
84929,67,1,0,1
84930,49,3,1,0
84931,30,3,1,0
84932,60,1,1,0
84933,30,3,1,0
84934,57,1,1,0
84935,26,3,1,0
84937,26,2,0,1
84938,77,3,1,0
84940,52,5,1,0
84944,60,4,0,1
84945,30,5,0,1
84946,38,1,0,1
84947,24,4,1,0
84948,41,5,0,1
84949,78,4,0,1
84950,48,5,1,0
84952,68,3,0,1
84954,64,5,0,1
84956,43,4,0,1
84957,21,4,1,0
84960,35,2,0,1
84962,57,5,0,1
84964,22,3,0,1
84966,48,4,1,0
84967,76,4,1,0
84969,60,5,1,0
84970,51,1,1,0
84972,74,4,0,1
84974,28,4,0,1
84976,31,2,1,0
84977,29,5,1,0
84978,60,2,0,1
84979,63,3,0,1
84980,54,4,1,0
84982,26,1,1,0
84985,26,3,0,1
84988,52,1,1,0
84989,37,3,0,1
84990,33,5,0,1
84992,68,3,1,0
84995,68,3,0,1
84997,29,5,0,1
84998,58,4,0,1
85000,80,3,1,0
85002,80,1,0,1
85003,57,1,0,1
85006,43,5,0,1
85007,47,4,1,0
85009,25,3,0,1
85010,20,4,0,1
85014,42,3,1,0
85016,50,4,0,1
85017,76,5,1,0
85019,36,2,0,1
85022,61,4,1,0
85024,49,5,1,0
85028,51,2,0,1
85031,67,2,0,1
85033,70,1,0,1
85034,67,1,0,1
85035,80,1,0,1
85037,60,3,1,0
85039,69,2,0,1
85040,25,1,0,1
85041,78,2,0,1
85042,23,1,1,0
85043,26,4,1,0
85048,34,5,1,0
85049,52,4,1,0
85051,67,3,1,0
85052,34,3,1,0
85053,58,2,1,0
85054,62,4,1,0
85055,39,4,0,1
85057,67,4,1,0
85060,55,3,1,0
85061,70,3,1,0
85062,57,5,1,0
85063,26,3,0,1
85064,70,3,1,0
85066,49,2,1,0
85067,80,4,1,0
85069,74,5,0,1
85073,41,1,0,1
85074,23,4,0,1
85075,41,3,0,1
85076,36,4,0,1
85077,70,2,1,0
85079,74,1,0,1
85087,21,4,1,0
85088,68,3,0,1
85092,26,5,1,0
85093,61,2,0,1
85095,22,3,0,1
85098,68,1,0,1
85101,63,3,1,0
85103,51,5,1,0
85104,29,2,0,1
85106,64,1,1,0
85107,24,2,1,0
85109,65,5,1,0
85110,41,5,1,0
85111,49,5,0,1
85113,21,3,1,0
85114,22,4,0,1
85115,54,3,1,0
85117,37,5,1,0
85118,45,4,0,1
85119,78,5,1,0
85120,65,2,1,0
85126,39,4,0,1
85127,35,3,1,0
85128,65,5,1,0
85131,24,4,0,1
85132,31,5,0,1
85137,61,1,1,0
85138,31,4,0,1
85142,71,1,1,0
85143,67,4,1,0
85145,35,4,1,0
85147,25,2,0,1
85148,45,3,1,0
85149,66,4,1,0
85152,72,4,0,1
85154,47,2,0,1
85155,50,5,0,1
85156,73,1,0,1
85157,53,3,1,0
85158,44,4,0,1
85159,31,3,0,1
85160,26,4,0,1
85161,66,5,0,1
85163,29,4,1,0
85164,39,4,1,0
85166,53,2,0,1
85168,27,3,1,0
85169,54,2,1,0
85170,80,5,0,1
85171,29,4,0,1
85173,45,1,0,1
85177,66,3,0,1
85179,20,4,0,1
85181,48,3,1,0
85183,33,4,1,0
85187,67,4,0,1
85189,73,2,1,0
85190,29,3,0,1
85192,53,4,0,1
85193,36,4,0,1
85194,38,3,0,1
85197,60,3,1,0
85198,55,3,1,0
85200,46,4,0,1
85202,34,4,1,0
85203,71,5,0,1
85204,20,3,0,1
85205,25,3,1,0
85209,43,4,0,1
85211,42,5,1,0
85212,80,4,1,0
85213,52,4,1,0
85214,26,4,1,0
85215,65,3,1,0
85216,65,4,0,1
85217,31,3,1,0
85218,32,5,1,0
85219,75,4,1,0
85220,47,2,1,0
85222,35,4,0,1
85224,48,4,0,1
85229,29,5,0,1
85230,55,3,0,1
85231,40,1,0,1
85232,66,4,0,1
85233,52,3,0,1
85234,32,4,1,0
85236,78,1,0,1
85238,80,2,1,0
85239,55,3,0,1
85241,52,5,0,1
85243,43,4,0,1
85244,43,1,0,1
85245,71,4,0,1
85246,23,4,1,0
85249,53,3,0,1
85250,70,3,0,1
85252,22,4,0,1
85253,57,4,1,0
85256,27,4,0,1
85257,59,3,1,0
85259,38,3,1,0
85261,62,3,1,0
85262,80,2,0,1
85263,46,4,1,0
85264,26,5,0,1
85266,70,4,1,0
85269,69,5,0,1
85270,52,5,1,0
85275,80,4,0,1
85278,78,5,1,0
85279,50,2,1,0
85281,35,3,1,0
85283,80,1,0,1
85284,20,4,0,1
85285,80,1,1,0
85287,69,2,1,0
85288,55,3,0,1
85290,22,4,0,1
85291,48,4,1,0
85292,68,5,1,0
85293,29,5,0,1
85294,65,4,0,1
85295,51,1,0,1
85296,78,2,1,0
85298,79,1,1,0
85299,65,5,0,1
85302,46,3,0,1
85303,45,4,0,1
85304,68,3,1,0
85305,30,5,1,0
85308,74,4,0,1
85309,23,4,0,1
85310,72,1,0,1
85312,20,4,1,0
85314,69,3,1,0
85315,32,3,1,0
85316,45,5,1,0
85317,35,3,1,0
85318,60,3,0,1
85319,42,3,0,1
85320,71,5,1,0
85322,63,3,0,1
85324,48,4,1,0
85325,59,4,0,1
85327,58,4,0,1
85332,62,4,1,0
85334,49,5,1,0
85335,79,2,1,0
85337,43,4,0,1
85338,43,4,1,0
85339,45,5,1,0
85341,37,5,0,1
85343,21,3,0,1
85345,75,5,0,1
85346,76,1,0,1
85348,59,2,1,0
85351,51,4,0,1
85352,38,3,0,1
85354,45,3,0,1
85355,22,4,1,0
85356,43,4,1,0
85357,60,2,1,0
85358,78,2,1,0
85360,58,5,1,0
85361,43,1,0,1
85362,20,4,0,1
85363,66,2,0,1
85366,32,3,1,0
85367,49,5,0,1
85368,52,3,0,1
85369,31,5,1,0
85370,62,4,0,1
85374,43,2,1,0
85375,80,2,0,1
85376,21,3,0,1
85377,60,4,0,1
85379,80,3,0,1
85380,55,3,0,1
85381,22,3,1,0
85384,32,5,0,1
85386,25,3,1,0
85390,23,3,0,1
85393,80,1,0,1
85394,34,3,1,0
85395,24,5,0,1
85396,33,5,0,1
85398,65,5,0,1
85399,35,4,0,1
85400,27,5,1,0
85401,46,4,0,1
85402,80,4,1,0
85404,77,3,0,1
85406,71,3,1,0
85407,31,5,0,1
85408,30,4,0,1
85409,31,4,1,0
85411,22,4,1,0
85412,26,5,0,1
85415,41,2,0,1
85419,32,4,1,0
85420,21,4,0,1
85422,75,2,0,1
85423,65,3,0,1
85424,75,3,1,0
85425,80,2,1,0
85426,36,5,0,1
85427,28,5,1,0
85429,68,2,0,1
85431,47,2,0,1
85435,26,5,1,0
85436,31,3,0,1
85437,34,4,0,1
85438,45,4,0,1
85441,66,5,0,1
85442,64,5,1,0
85443,48,3,0,1
85444,56,1,0,1
85445,75,2,0,1
85448,80,2,0,1
85450,74,5,1,0
85451,53,4,0,1
85453,42,2,0,1
85454,55,5,0,1
85456,68,3,1,0
85457,70,5,0,1
85458,27,1,1,0
85463,48,1,0,1
85464,67,1,1,0
85465,66,2,0,1
85467,67,3,1,0
85468,46,4,0,1
85469,71,4,1,0
85470,63,1,0,1
85471,63,2,1,0
85472,68,2,1,0
85474,57,1,0,1
85476,30,3,0,1
85477,44,4,0,1
85479,77,4,1,0
85481,51,3,1,0
85483,32,4,0,1
85484,29,1,1,0
85485,56,4,1,0
85487,34,3,1,0
85488,23,3,1,0
85489,22,5,1,0
85490,78,2,1,0
85491,62,2,1,0
85492,22,4,0,1
85493,80,5,0,1
85496,43,4,1,0
85497,34,4,0,1
85499,61,4,0,1
85501,66,3,0,1
85503,75,5,0,1
85508,50,4,0,1
85510,60,4,0,1
85511,25,5,1,0
85515,21,4,0,1
85516,59,3,0,1
85517,80,4,0,1
85518,32,5,0,1
85521,71,4,0,1
85522,50,2,0,1
85523,45,4,1,0
85525,40,1,0,1
85527,40,5,0,1
85529,65,4,0,1
85530,77,4,0,1
85531,37,4,1,0
85535,35,4,1,0
85536,70,1,1,0
85537,25,5,0,1
85538,80,1,0,1
85541,63,4,0,1
85542,20,2,1,0
85543,74,5,0,1
85545,74,4,1,0
85548,38,1,1,0
85549,64,3,0,1
85551,27,5,1,0
85552,61,3,0,1
85553,75,4,0,1
85555,70,3,1,0
85556,24,3,0,1
85557,38,2,1,0
85562,73,5,1,0
85563,21,4,1,0
85564,72,4,0,1
85566,42,4,0,1
85571,61,3,1,0
85573,33,5,1,0
85576,73,4,1,0
85577,50,3,1,0
85578,62,5,0,1
85580,48,4,0,1
85584,47,4,1,0
85585,80,4,0,1
85586,52,2,1,0
85587,49,5,0,1
85588,25,5,1,0
85589,29,3,1,0
85594,74,5,1,0
85597,71,1,1,0
85598,63,2,1,0
85599,21,4,0,1
85603,33,5,1,0
85604,30,3,1,0
85611,20,3,0,1
85613,37,5,0,1
85614,55,3,0,1
85618,53,5,0,1
85624,72,3,0,1
85625,80,5,1,0
85626,72,1,1,0
85627,35,3,0,1
85628,62,4,0,1
85630,42,4,1,0
85631,20,3,0,1
85632,80,4,1,0
85634,46,5,1,0
85635,57,5,1,0
85636,52,4,1,0
85641,69,4,0,1
85642,31,5,1,0
85643,67,2,1,0
85647,75,4,0,1
85648,67,4,1,0
85649,43,4,0,1
85651,33,3,1,0
85655,27,5,0,1
85656,34,5,0,1
85659,24,3,0,1
85660,54,5,1,0
85661,36,2,0,1
85662,69,1,0,1
85663,62,4,1,0
85664,58,5,0,1
85667,38,3,1,0
85668,78,4,1,0
85669,78,3,1,0
85670,45,3,1,0
85672,63,3,0,1
85674,61,4,1,0
85675,22,4,1,0
85676,32,4,0,1
85678,30,4,1,0
85679,80,5,1,0
85681,65,4,1,0
85682,32,2,1,0
85683,69,5,0,1
85684,61,5,1,0
85685,67,4,1,0
85691,66,4,1,0
85692,25,5,0,1
85696,32,2,0,1
85697,80,1,1,0
85700,77,4,0,1
85701,67,1,0,1
85702,40,3,0,1
85704,46,5,1,0
85706,28,2,0,1
85707,41,5,0,1
85710,33,4,1,0
85711,52,4,0,1
85712,22,4,1,0
85714,52,3,0,1
85715,66,3,1,0
85716,33,4,0,1
85718,64,3,1,0
85722,41,1,0,1
85724,80,5,1,0
85725,60,4,0,1
85726,60,3,1,0
85727,30,4,1,0
85728,66,4,0,1
85730,78,3,1,0
85731,44,1,1,0
85732,34,5,0,1
85733,60,3,0,1
85735,60,5,1,0
85736,51,3,0,1
85737,77,5,0,1
85738,60,3,0,1
85739,70,3,0,1
85740,76,1,1,0
85741,60,4,0,1
85743,69,4,1,0
85745,78,4,1,0
85746,50,4,0,1
85748,51,5,0,1
85750,64,4,0,1
85753,42,2,1,0
85756,58,2,0,1
85757,27,5,1,0
85759,43,4,0,1
85760,58,3,1,0
85761,54,3,0,1
85766,80,2,0,1
85770,55,1,0,1
85772,53,3,1,0
85774,61,2,0,1
85775,43,3,1,0
85777,68,1,0,1
85779,35,3,0,1
85781,37,4,0,1
85782,77,1,1,0
85783,32,4,0,1
85785,32,1,0,1
85786,61,5,1,0
85787,26,4,0,1
85789,33,2,0,1
85790,60,4,1,0
85791,28,2,1,0
85792,77,2,1,0
85796,38,4,1,0
85797,29,5,1,0
85799,36,2,1,0
85801,59,5,1,0
85803,66,3,1,0
85804,52,5,1,0
85807,60,2,1,0
85808,80,3,1,0
85810,36,3,1,0
85811,57,2,1,0
85813,80,4,1,0
85814,41,4,1,0
85815,52,5,1,0
85816,50,5,0,1
85817,36,4,0,1
85819,40,5,0,1
85820,24,5,0,1
85822,43,4,0,1
85823,28,2,0,1
85825,42,2,1,0
85827,44,3,1,0
85828,64,5,0,1
85830,66,5,0,1
85831,46,4,0,1
85833,59,2,1,0
85834,59,2,0,1
85836,56,3,1,0
85837,66,3,0,1
85844,55,4,0,1
85845,80,3,1,0
85846,25,5,0,1
85849,29,5,0,1
85851,80,4,0,1
85852,61,5,0,1
85855,62,3,1,0
85856,47,5,1,0
85858,48,3,0,1
85859,35,5,0,1
85861,76,3,0,1
85862,70,5,1,0
85863,75,1,0,1
85864,23,5,1,0
85866,48,4,1,0
85867,55,3,0,1
85869,23,4,0,1
85870,66,2,1,0
85872,60,2,1,0
85875,71,5,1,0
85876,48,4,1,0
85878,27,5,0,1
85879,66,1,0,1
85880,52,5,0,1
85884,76,4,0,1
85885,53,5,0,1
85886,22,5,0,1
85887,80,4,0,1
85893,61,5,0,1
85896,60,4,1,0
85898,47,3,1,0
85899,70,5,1,0
85900,65,1,1,0
85902,56,4,1,0
85903,49,4,1,0
85904,66,4,1,0
85905,35,2,1,0
85908,51,2,0,1
85911,49,3,0,1
85912,49,3,0,1
85914,62,4,0,1
85915,34,3,0,1
85917,31,5,0,1
85918,66,2,1,0
85920,61,5,0,1
85922,47,2,1,0
85925,65,5,0,1
85928,66,4,1,0
85930,75,3,1,0
85931,80,3,0,1
85932,49,5,0,1
85935,68,2,0,1
85936,27,4,0,1
85939,20,4,1,0
85941,75,3,0,1
85942,46,5,0,1
85943,33,5,1,0
85944,25,4,1,0
85946,49,4,1,0
85947,22,2,1,0
85948,38,4,0,1
85949,64,1,0,1
85951,25,3,1,0
85952,50,2,0,1
85954,58,3,0,1
85955,23,4,1,0
85956,44,3,0,1
85957,62,1,0,1
85958,32,4,0,1
85960,59,4,0,1
85961,52,1,0,1
85962,65,5,1,0
85963,46,1,1,0
85964,50,4,0,1
85966,39,5,0,1
85967,32,5,1,0
85968,61,4,0,1
85970,64,5,1,0
85972,24,1,0,1
85973,54,5,0,1
85974,59,2,1,0
85975,80,4,0,1
85976,37,4,1,0
85977,35,5,1,0
85978,68,5,0,1
85980,30,2,1,0
85981,29,2,1,0
85983,29,4,1,0
85986,77,3,1,0
85990,50,4,0,1
85992,31,4,1,0
85994,43,5,0,1
85995,42,5,1,0
85996,54,5,0,1
85997,80,5,0,1
86000,37,2,1,0
86002,61,4,0,1
86003,62,4,0,1
86004,57,4,0,1
86005,55,4,0,1
86007,46,5,0,1
86009,33,4,0,1
86010,55,2,1,0
86011,45,3,0,1
86013,64,5,0,1
86014,39,4,1,0
86015,31,3,1,0
86017,70,4,1,0
86018,72,3,0,1
86019,26,5,1,0
86021,42,1,1,0
86022,23,4,0,1
86026,61,3,1,0
86027,25,5,0,1
86028,56,1,0,1
86029,26,5,0,1
86031,22,4,0,1
86032,50,2,0,1
86033,35,2,0,1
86034,48,5,1,0
86035,37,5,1,0
86036,61,2,1,0
86037,65,3,0,1
86039,71,3,0,1
86040,35,3,1,0
86041,35,3,1,0
86044,67,2,0,1
86047,80,4,0,1
86050,39,5,0,1
86051,36,5,0,1
86052,59,4,1,0
86053,57,1,0,1
86054,40,2,1,0
86055,80,4,1,0
86056,33,4,0,1
86057,46,5,1,0
86058,51,3,0,1
86059,25,5,0,1
86060,68,2,0,1
86061,37,3,1,0
86062,80,4,1,0
86063,64,3,1,0
86065,69,3,1,0
86067,51,1,1,0
86068,20,4,1,0
86069,63,4,0,1
86070,52,3,1,0
86071,38,3,0,1
86072,71,4,0,1
86077,80,5,0,1
86080,27,1,0,1
86082,49,4,0,1
86083,73,4,0,1
86087,31,4,0,1
86088,80,1,0,1
86090,26,3,0,1
86091,64,1,0,1
86092,36,2,1,0
86093,66,4,0,1
86094,28,5,1,0
86096,49,5,1,0
86097,80,4,0,1
86098,56,3,1,0
86100,33,2,1,0
86102,52,4,0,1
86103,46,3,1,0
86104,53,3,1,0
86105,23,5,0,1
86109,64,5,1,0
86110,20,3,0,1
86112,80,3,1,0
86113,47,5,0,1
86118,70,3,0,1
86120,67,1,0,1
86121,23,3,1,0
86123,36,5,0,1
86125,36,2,1,0
86126,26,5,1,0
86127,46,2,0,1
86129,70,4,0,1
86132,59,3,0,1
86136,37,5,0,1
86137,47,4,1,0
86139,69,5,1,0
86143,57,5,0,1
86144,25,5,1,0
86146,40,5,1,0
86149,54,3,0,1
86150,47,2,0,1
86151,80,3,1,0
86152,25,4,1,0
86156,61,1,0,1
86157,80,4,1,0
86158,45,3,0,1
86159,20,4,0,1
86160,29,5,0,1
86163,73,5,0,1
86165,65,1,1,0
86167,36,4,0,1
86168,80,4,1,0
86169,46,5,0,1
86172,33,1,0,1
86173,31,4,1,0
86175,33,5,1,0
86176,33,1,1,0
86177,38,5,0,1
86178,69,1,1,0
86181,42,5,0,1
86182,54,3,1,0
86183,46,3,1,0
86185,53,3,1,0
86186,55,4,0,1
86188,30,5,0,1
86189,28,3,0,1
86190,54,4,0,1
86191,29,5,0,1
86192,59,3,0,1
86194,80,3,1,0
86195,61,3,0,1
86196,55,4,0,1
86197,62,2,1,0
86200,48,1,0,1
86201,80,4,0,1
86203,48,3,1,0
86205,25,4,1,0
86208,53,5,1,0
86209,31,5,1,0
86210,47,3,0,1
86212,32,3,0,1
86213,39,1,1,0
86214,80,1,0,1
86215,63,2,1,0
86218,25,3,0,1
86219,60,4,0,1
86220,38,4,1,0
86221,57,1,0,1
86223,77,1,0,1
86225,80,5,1,0
86226,23,4,0,1
86227,70,4,0,1
86231,50,4,1,0
86233,45,5,1,0
86236,34,5,1,0
86237,80,4,1,0
86238,45,5,0,1
86239,57,3,0,1
86241,73,5,0,1
86242,62,3,0,1
86243,62,4,1,0
86244,80,5,0,1
86245,47,3,0,1
86246,33,5,1,0
86247,78,4,0,1
86249,24,1,0,1
86255,74,1,0,1
86258,80,3,0,1
86259,43,5,0,1
86260,26,3,0,1
86261,24,3,1,0
86262,31,5,0,1
86265,57,1,1,0
86267,55,3,0,1
86268,57,4,0,1
86271,55,5,0,1
86272,22,4,0,1
86273,73,4,0,1
86275,20,4,1,0
86276,68,4,1,0
86277,65,4,0,1
86278,22,1,1,0
86279,35,4,0,1
86280,80,5,1,0
86281,26,5,1,0
86282,51,4,0,1
86284,46,4,1,0
86286,60,4,0,1
86290,29,4,0,1
86291,60,5,0,1
86293,40,5,0,1
86296,40,1,1,0
86297,35,4,0,1
86298,50,4,0,1
86299,41,1,1,0
86300,59,3,0,1
86301,26,2,1,0
86308,22,2,0,1
86310,80,5,0,1
86312,58,5,1,0
86315,80,1,0,1
86317,80,1,1,0
86318,63,5,1,0
86319,55,4,0,1
86320,80,1,1,0
86321,25,4,0,1
86322,39,4,0,1
86323,24,2,0,1
86324,29,5,0,1
86325,60,5,1,0
86326,69,2,0,1
86328,75,5,1,0
86332,34,4,0,1
86333,23,5,1,0
86334,72,4,1,0
86335,60,4,1,0
86336,62,4,0,1
86338,55,2,1,0
86339,80,1,0,1
86342,31,3,1,0
86343,54,3,1,0
86347,54,3,1,0
86348,35,5,1,0
86349,71,3,1,0
86350,49,3,0,1
86351,53,3,1,0
86352,31,5,0,1
86354,37,3,1,0
86356,49,2,0,1
86357,75,5,0,1
86358,62,3,0,1
86359,37,3,1,0
86360,50,2,1,0
86361,76,4,0,1
86362,58,4,1,0
86364,42,3,0,1
86365,68,1,1,0
86366,53,5,0,1
86367,48,4,1,0
86368,52,3,1,0
86372,39,5,0,1
86377,76,5,0,1
86379,42,3,1,0
86383,78,1,0,1
86384,37,1,0,1
86386,72,2,1,0
86393,45,3,1,0
86394,38,3,1,0
86395,36,4,0,1
86396,27,1,1,0
86397,28,3,0,1
86399,35,3,0,1
86400,62,1,0,1
86401,53,2,1,0
86404,80,3,1,0
86405,80,4,1,0
86406,80,4,1,0
86409,21,3,0,1
86413,44,4,0,1
86415,21,4,0,1
86416,51,3,0,1
86417,40,2,1,0
86418,57,4,1,0
86420,80,5,1,0
86424,23,3,1,0
86425,25,3,0,1
86426,75,1,0,1
86428,39,4,1,0
86430,66,5,1,0
86432,80,4,1,0
86433,78,4,1,0
86435,72,1,1,0
86436,30,5,0,1
86439,67,1,1,0
86441,50,5,0,1
86443,59,5,1,0
86444,44,5,1,0
86445,51,5,1,0
86446,51,5,0,1
86447,22,3,0,1
86450,77,1,1,0
86451,63,4,1,0
86452,45,3,1,0
86453,36,5,0,1
86454,64,2,1,0
86456,36,4,0,1
86458,44,5,0,1
86459,50,5,0,1
86460,37,4,0,1
86461,31,4,0,1
86463,66,4,1,0
86467,23,5,0,1
86468,79,1,0,1
86472,30,5,0,1
86473,62,1,0,1
86474,76,1,1,0
86477,80,5,0,1
86479,21,4,0,1
86480,65,3,1,0
86482,46,1,0,1
86483,22,4,1,0
86485,69,4,0,1
86487,43,4,1,0
86490,31,5,0,1
86491,20,4,1,0
86493,44,5,0,1
86494,80,1,0,1
86495,68,5,0,1
86496,52,4,0,1
86498,73,5,0,1
86500,60,3,1,0
86505,64,4,1,0
86506,24,1,1,0
86507,30,4,1,0
86510,36,4,0,1
86512,59,5,1,0
86513,26,4,0,1
86514,44,3,1,0
86515,61,1,1,0
86516,71,3,1,0
86517,25,3,1,0
86518,26,5,1,0
86519,71,5,0,1
86520,39,5,0,1
86521,50,1,1,0
86522,57,1,0,1
86524,21,1,0,1
86525,68,3,1,0
86526,32,4,1,0
86528,37,4,0,1
86530,58,5,0,1
86534,43,4,0,1
86537,80,3,0,1
86540,43,1,1,0
86542,64,3,1,0
86544,46,4,0,1
86546,69,5,1,0
86548,69,2,1,0
86549,44,4,1,0
86551,25,3,1,0
86552,37,3,0,1
86553,35,2,1,0
86555,33,3,1,0
86556,31,4,0,1
86557,52,4,0,1
86558,60,2,1,0
86560,24,1,1,0
86563,58,4,1,0
86564,64,5,1,0
86565,66,4,1,0
86566,40,4,0,1
86567,80,2,0,1
86568,46,4,0,1
86569,23,4,1,0
86572,40,4,0,1
86573,65,5,1,0
86574,30,4,1,0
86575,27,5,1,0
86579,47,5,1,0
86580,59,4,1,0
86581,65,4,1,0
86583,70,4,1,0
86584,52,3,0,1
86586,28,2,0,1
86588,65,1,1,0
86590,42,5,0,1
86591,53,3,1,0
86592,28,4,1,0
86594,38,3,1,0
86597,69,4,1,0
86598,25,2,1,0
86599,27,4,1,0
86600,25,3,0,1
86601,23,2,1,0
86603,53,4,0,1
86604,80,4,1,0
86606,50,4,0,1
86607,30,5,0,1
86609,33,1,1,0
86610,52,1,0,1
86611,28,3,0,1
86613,38,1,0,1
86614,55,5,1,0
86617,39,1,1,0
86618,34,5,0,1
86620,58,4,1,0
86621,48,2,1,0
86623,55,4,1,0
86624,51,5,1,0
86626,41,5,0,1
86627,68,4,0,1
86628,80,1,0,1
86629,23,5,0,1
86630,35,4,1,0
86632,24,2,0,1
86633,62,5,0,1
86637,40,5,0,1
86638,39,2,1,0
86639,46,3,0,1
86640,59,3,1,0
86641,59,3,0,1
86644,80,3,1,0
86645,45,5,0,1
86646,80,5,1,0
86649,32,3,0,1
86650,78,3,0,1
86652,59,1,1,0
86655,54,5,1,0
86656,71,1,1,0
86657,67,4,1,0
86658,26,5,1,0
86661,62,2,1,0
86662,70,3,1,0
86663,40,5,1,0
86664,69,3,1,0
86665,68,5,0,1
86667,63,3,0,1
86668,37,4,1,0
86669,76,2,1,0
86670,25,5,0,1
86671,25,4,1,0
86674,62,5,1,0
86675,62,1,0,1
86676,43,1,1,0
86677,24,2,1,0
86679,23,4,1,0
86681,44,5,0,1
86683,44,4,1,0
86685,63,2,1,0
86686,37,5,0,1
86687,53,4,0,1
86689,30,3,0,1
86691,55,3,1,0
86692,80,1,1,0
86695,75,1,0,1
86696,67,1,0,1
86697,42,5,0,1
86698,40,2,0,1
86699,71,3,1,0
86701,49,5,1,0
86703,59,4,0,1
86705,59,1,0,1
86706,79,3,0,1
86707,30,4,0,1
86710,33,5,1,0
86712,64,4,1,0
86713,65,3,1,0
86715,50,3,1,0
86717,62,3,0,1
86718,44,2,1,0
86719,62,4,1,0
86720,34,5,0,1
86722,40,2,0,1
86727,41,5,1,0
86728,32,4,0,1
86730,78,5,1,0
86731,29,3,1,0
86732,69,1,1,0
86733,35,5,1,0
86736,45,5,0,1
86737,50,4,1,0
86740,57,2,1,0
86741,77,4,0,1
86742,54,2,1,0
86744,25,3,1,0
86745,65,3,1,0
86746,53,3,0,1
86747,47,4,1,0
86748,63,2,1,0
86752,35,3,0,1
86753,80,2,0,1
86755,28,4,1,0
86756,61,3,0,1
86757,78,1,1,0
86759,60,2,0,1
86761,40,5,0,1
86772,80,4,1,0
86773,77,3,0,1
86774,43,2,1,0
86776,28,3,0,1
86777,52,1,1,0
86778,40,5,0,1
86782,23,4,0,1
86784,64,5,1,0
86785,49,2,0,1
86787,60,3,0,1
86790,29,4,1,0
